id;title;release_date;due_date;course_id;publish_build_plan_url;discriminator;duration;is_planned_to_start;is_visible_before_start;allowed_number_of_attempts;randomize_question_order;quiz_point_statistic_id;max_points;diagram_type;difficulty;mode;file_pattern;grading_instructions;problem_statement;example_solution;example_solution_explanation;example_solution_model;short_name;test_repository_url;package_name;programming_language;assessment_due_date;solution_participation_id;template_participation_id;assessment_type;presentation_score_enabled;team_assignment_config_id;exercise_group_id;bonus_points;included_in_overall_score;second_correction_enabled;allow_complaints_for_automatic_assessments;submission_policy_id;example_solution_publication_date;quiz_mode;allowed_per_tutor_batch_count;allow_manual_feedback_requests;start_date;build_plan_id;plagiarism_detection_config_id;feedback_suggestion_module
9100070;Seed Pool Finished 70;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf70;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100071;Seed Pool Finished 71;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf71;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100072;Seed Pool Finished 72;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf72;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100073;Seed Pool Finished 73;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf73;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100074;Seed Pool Finished 74;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf74;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100075;Seed Pool Finished 75;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf75;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100076;Seed Pool Finished 76;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf76;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100077;Seed Pool Finished 77;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf77;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100078;Seed Pool Finished 78;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf78;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100079;Seed Pool Finished 79;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf79;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100080;Seed Pool Finished 80;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf80;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100081;Seed Pool Finished 81;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf81;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100082;Seed Pool Finished 82;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf82;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100083;Seed Pool Finished 83;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf83;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100084;Seed Pool Finished 84;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf84;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100085;Seed Pool Finished 85;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf85;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100086;Seed Pool Finished 86;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf86;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100087;Seed Pool Finished 87;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf87;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100088;Seed Pool Finished 88;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf88;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100089;Seed Pool Finished 89;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf89;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100090;Seed Pool Finished 90;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf90;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100091;Seed Pool Finished 91;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf91;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100092;Seed Pool Finished 92;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf92;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100093;Seed Pool Finished 93;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf93;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100094;Seed Pool Finished 94;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf94;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100095;Seed Pool Finished 95;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf95;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100096;Seed Pool Finished 96;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf96;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100097;Seed Pool Finished 97;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf97;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100098;Seed Pool Finished 98;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf98;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100099;Seed Pool Finished 99;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf99;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100100;Seed Pool Finished 100;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf100;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100101;Seed Pool Finished 101;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf101;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100102;Seed Pool Finished 102;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf102;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100103;Seed Pool Finished 103;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf103;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100104;Seed Pool Finished 104;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf104;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100105;Seed Pool Finished 105;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf105;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100106;Seed Pool Finished 106;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf106;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100107;Seed Pool Finished 107;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf107;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100108;Seed Pool Finished 108;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf108;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100109;Seed Pool Finished 109;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf109;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100110;Seed Pool Finished 110;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf110;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100111;Seed Pool Finished 111;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf111;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100112;Seed Pool Finished 112;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf112;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100113;Seed Pool Finished 113;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf113;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100114;Seed Pool Finished 114;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf114;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100115;Seed Pool Finished 115;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf115;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100116;Seed Pool Finished 116;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf116;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100117;Seed Pool Finished 117;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf117;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100118;Seed Pool Finished 118;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf118;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100119;Seed Pool Finished 119;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf119;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100120;Seed Pool Finished 120;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf120;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100121;Seed Pool Finished 121;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf121;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100122;Seed Pool Finished 122;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf122;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100123;Seed Pool Finished 123;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf123;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100124;Seed Pool Finished 124;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf124;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100125;Seed Pool Finished 125;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf125;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100126;Seed Pool Finished 126;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf126;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100127;Seed Pool Finished 127;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf127;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100128;Seed Pool Finished 128;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf128;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100129;Seed Pool Finished 129;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf129;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100130;Seed Pool Finished 130;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf130;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100131;Seed Pool Finished 131;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf131;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100132;Seed Pool Finished 132;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf132;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100133;Seed Pool Finished 133;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf133;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100134;Seed Pool Finished 134;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf134;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100135;Seed Pool Finished 135;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf135;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100136;Seed Pool Finished 136;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf136;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100137;Seed Pool Finished 137;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf137;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100138;Seed Pool Finished 138;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf138;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100139;Seed Pool Finished 139;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf139;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100140;Seed Pool Finished 140;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf140;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
9100141;Seed Pool Finished 141;2020-01-01T00:00:00.000;2020-02-01T00:00:00.000;9001;;T;;;;;;;10.0;;MEDIUM;INDIVIDUAL;;;Problem Statement;This is my example solution;;;spf141;;;;2020-03-01T00:00:00.000;;;MANUAL;false;;;0.0;INCLUDED_COMPLETELY;false;false;;;SYNCHRONIZED;;false;2020-01-01T00:00:00.000;;;
